entity_text,entity_type,start_pos,end_pos,sentence,before_context,after_context,is_historical_location,confidence_score,latitude,longitude,march_id,march_name,sentence_id,page,page_quality,sentence_index,char_count,word_count,has_narrative_value,sentence_type,potential_locations,location_count,potential_dates,date_count,has_emotion_keywords,text_normalized,text_cleaned,tokens,lemmatized,token_count,preserved_keywords,keyword_count,has_emotion_words,is_informative,location_name,mention_count,emotions,emotion_words,sentiment_score,sentiment_label,emotion_intensity,bert_emotions,bert_top_emotions,combined_emotions,analysis_method
Tawi Tawi,GPE,94,103,"On arrival at Libaran, the signallers established wireless links with _Gascoyne_, Tarakan and Tawi Tawi, and O’Keefe organised native guides and carriers and collected information on the condition and health of the POWs, as well as details regarding waterways which might be suitable for the evacuation.","ished wireless links with _Gascoyne_, Tarakan and",", and O’Keefe organised native guides and carriers",False,1.0,,,,,1287,56,100,2,303,46,False,general,,0,,0,False,"On arrival at Libaran, the signallers established wireless links with _Gascoyne_, Tarakan and Tawi Tawi, and O’Keefe organised native guides and carriers and collected information on the condition and health of the POWs, as well as details regarding waterways which might be suitable for the evacuation.","On arrival at Libaran, the signallers established wireless links with _Gascoyne_, Tarakan and Tawi Tawi, and O’Keefe organised native guides and carriers and collected information on the condition and health of the POWs, as well as details regarding waterways which might be suitable for the evacuation.",arrival libaran signallers established wireless links _gascoyne_ tarakan tawi tawi keefe organised native guides carriers collected information condition health pows well details regarding waterways suitable evacuation,arrival libaran signaller established wireless link _gascoyne_ tarakan tawi tawi keefe organised native guide carrier collected information condition health pow well detail regarding waterway suitable evacuation,26,,0,False,True,Tawi Tawi,6,[],[],0.55,positive,0.0,"{'neutral': 0.9319586157798767, 'joy': 0.02671278640627861, 'surprise': 0.016266975551843643, 'fear': 0.009017505683004856, 'sadness': 0.006968732923269272, 'anger': 0.006128322333097458, 'disgust': 0.002946999855339527}",['neutral'],['neutral'],bert_only
Sandakan,GPE,48,56,"On 17 August, the RAAF dropped 1000 leaflets in Sandakan and along the track.","On 17 August, the RAAF dropped 1000 leaflets in",and along the track.,True,1.0,118.087115,5.86873,3.0,Third March,1288,56,100,3,77,14,True,location_reference,Sandakan,1,,0,False,"On 17 August, the RAAF dropped 1000 leaflets in Sandakan and along the track.","On 17 August, the RAAF dropped 1000 leaflets in Sandakan and along the track.",17 august raaf dropped 1000 leaflets sandakan track,17 august raaf dropped 1000 leaflet sandakan track,8,sandakan,1,True,True,Sandakan,248,[],[],0.0,neutral,0.0,"{'anger': 0.40528789162635803, 'fear': 0.24087989330291748, 'disgust': 0.19390930235385895, 'neutral': 0.12160371243953705, 'sadness': 0.02200501598417759, 'surprise': 0.01161783654242754, 'joy': 0.004696296993643045}",['anger'],['anger'],bert_only
POW camp,CUSTOM_CAMP,194,202,"They were designed to ensure both the Japanese and POWs knew the war was over and carried an instruction written in Malay and Japanese, for anyone finding a leaflet to deliver it to the nearest POW camp.",ne finding a leaflet to deliver it to the nearest,.,False,0.8,,,,,1289,56,100,4,203,37,False,general,,0,,0,False,"They were designed to ensure both the Japanese and POWs knew the war was over and carried an instruction written in Malay and Japanese, for anyone finding a leaflet to deliver it to the nearest POW camp.","They were designed to ensure both the Japanese and POWs knew the war was over and carried an instruction written in Malay and Japanese, for anyone finding a leaflet to deliver it to the nearest POW camp.",designed ensure japanese pows knew war carried instruction written malay japanese anyone finding leaflet deliver nearest pow camp,designed ensure japanese pow knew war carried instruction written malay japanese anyone finding leaflet deliver nearest pow camp,18,"japanese, war, japanese, pow, camp",5,True,True,POW camp,3,[],[],0.0,neutral,0.0,"{'neutral': 0.8138415217399597, 'disgust': 0.059785183519124985, 'fear': 0.05346619337797165, 'anger': 0.028121886774897575, 'sadness': 0.020068202167749405, 'joy': 0.013941694982349873, 'surprise': 0.010775299742817879}",['neutral'],['neutral'],bert_only
Sandakan,GPE,64,72,They had learned that there was definitely no one left alive at Sandakan.,ed that there was definitely no one left alive at,.,True,1.0,118.087115,5.86873,3.0,Third March,1295,56,100,10,73,13,True,location_reference,Sandakan,1,,0,False,They had learned that there was definitely no one left alive at Sandakan.,They had learned that there was definitely no one left alive at Sandakan.,learned definitely one left alive sandakan,learned definitely one left alive sandakan,6,sandakan,1,True,True,Sandakan,248,[],[],0.03333333333333333,neutral,0.0,"{'neutral': 0.5575443506240845, 'surprise': 0.3618638813495636, 'sadness': 0.043541744351387024, 'fear': 0.013407057151198387, 'joy': 0.010347085073590279, 'anger': 0.007993646897375584, 'disgust': 0.005302272737026215}","['neutral', 'surprise']","['neutral', 'surprise']",bert_only
The Eight Mile Camp,FAC,141,160,"That same day, Murozumi ordered the destruction of the prisoners’ personal effects, set fire to most of the barracks buildings and abandoned The Eight Mile Camp.",e to most of the barracks buildings and abandoned,.,False,1.0,,,,,1296,56,100,11,161,26,False,general,,0,,0,False,"That same day, Murozumi ordered the destruction of the prisoners’ personal effects, set fire to most of the barracks buildings and abandoned The Eight Mile Camp.","That same day, Murozumi ordered the destruction of the prisoners’ personal effects, set fire to most of the barracks buildings and abandoned The Eight Mile Camp.",day murozumi ordered destruction prisoners personal effects set fire barracks buildings abandoned eight mile camp,day murozumi ordered destruction prisoner personal effect set fire barrack building abandoned eight mile camp,15,"mile, camp",2,True,True,The Eight Mile Camp,11,[],[],0.25,positive,0.0,"{'anger': 0.9158343076705933, 'disgust': 0.049826011061668396, 'fear': 0.014332465827465057, 'sadness': 0.012328727170825005, 'neutral': 0.0034346519969403744, 'surprise': 0.0031215131748467684, 'joy': 0.0011222469620406628}",['anger'],['anger'],bert_only
Libaran Island,LOC,66,80,"On 28 July, thirteen days after Braithwaite had been rescued from Libaran Island, Owen Campbell was on United States aircraft carrier _Pokomoke_, giving details of his amazing escape to an incredulous Major Dick Noone (British Army) — SRD’s Director of Intelligence.",teen days after Braithwaite had been rescued from,", Owen Campbell was on United States aircraft carr",False,1.0,,,,,1298,56,100,13,266,41,False,general,,0,,0,False,"On 28 July, thirteen days after Braithwaite had been rescued from Libaran Island, Owen Campbell was on United States aircraft carrier _Pokomoke_, giving details of his amazing escape to an incredulous Major Dick Noone (British Army) — SRD’s Director of Intelligence.","On 28 July, thirteen days after Braithwaite had been rescued from Libaran Island, Owen Campbell was on United States aircraft carrier _Pokomoke_, giving details of his amazing escape to an incredulous Major Dick Noone (British Army) — SRD’s Director of Intelligence.",28 july thirteen days braithwaite rescued libaran island campbell united states aircraft carrier _pokomoke_ giving details amazing escape incredulous major dick noone british army srd ’ director intelligence,28 july thirteen day braithwaite rescued libaran island campbell united state aircraft carrier _pokomoke_ giving detail amazing escape incredulous major dick noone british army srd ’ director intelligence,28,"rescued, escape, british",3,True,True,Libaran Island,11,['survival'],"[('escape', ['survival'])]",0.16562500000000002,positive,0.027777777777777776,"{'surprise': 0.8856694102287292, 'fear': 0.06843391060829163, 'neutral': 0.024289797991514206, 'anger': 0.009902273304760456, 'joy': 0.008019915781915188, 'disgust': 0.001875498564913869, 'sadness': 0.0018092214595526457}",['surprise'],"['surprise', 'survival']",hybrid
United States,GPE,103,116,"On 28 July, thirteen days after Braithwaite had been rescued from Libaran Island, Owen Campbell was on United States aircraft carrier _Pokomoke_, giving details of his amazing escape to an incredulous Major Dick Noone (British Army) — SRD’s Director of Intelligence.","rescued from Libaran Island, Owen Campbell was on","aircraft carrier _Pokomoke_, giving details of hi",False,1.0,,,,,1298,56,100,13,266,41,False,general,,0,,0,False,"On 28 July, thirteen days after Braithwaite had been rescued from Libaran Island, Owen Campbell was on United States aircraft carrier _Pokomoke_, giving details of his amazing escape to an incredulous Major Dick Noone (British Army) — SRD’s Director of Intelligence.","On 28 July, thirteen days after Braithwaite had been rescued from Libaran Island, Owen Campbell was on United States aircraft carrier _Pokomoke_, giving details of his amazing escape to an incredulous Major Dick Noone (British Army) — SRD’s Director of Intelligence.",28 july thirteen days braithwaite rescued libaran island campbell united states aircraft carrier _pokomoke_ giving details amazing escape incredulous major dick noone british army srd ’ director intelligence,28 july thirteen day braithwaite rescued libaran island campbell united state aircraft carrier _pokomoke_ giving detail amazing escape incredulous major dick noone british army srd ’ director intelligence,28,"rescued, escape, british",3,True,True,United States,2,['survival'],"[('escape', ['survival'])]",0.22083333333333335,positive,0.027777777777777776,"{'surprise': 0.8923938870429993, 'fear': 0.06031668186187744, 'neutral': 0.026201730594038963, 'joy': 0.009109489619731903, 'anger': 0.008824413642287254, 'sadness': 0.001684276619926095, 'disgust': 0.0014695159625262022}",['surprise'],"['surprise', 'survival']",hybrid
Sandakan,GPE,1,9,"_Sandakan: A Conspiracy of Silence_ After leaving the column on 7 June, Campbell and his companions had continued to head away from the coast, aided by a compass which Emmett had somehow managed to keep hidden.",_,: A Conspiracy of Silence_ After leaving the colum,True,0.95,118.087115,5.86873,3.0,Third March,1299,57,100,0,210,36,False,general,,0,,0,False,"_Sandakan: A Conspiracy of Silence_ After leaving the column on 7 June, Campbell and his companions had continued to head away from the coast, aided by a compass which Emmett had somehow managed to keep hidden.","_Sandakan: A Conspiracy of Silence_ After leaving the column on 7 June, Campbell and his companions had continued to head away from the coast, aided by a compass which Emmett had somehow managed to keep hidden.",_sandakan conspiracy silence_ leaving column 7 june campbell companions continued head away coast aided compass emmett somehow managed keep hidden,_sandakan conspiracy silence_ leaving column 7 june campbell companion continued head away coast aided compass emmett somehow managed keep hidden,20,,0,False,True,Sandakan,248,[],[],-0.16666666666666666,negative,0.0,"{'fear': 0.48245710134506226, 'neutral': 0.2164148986339569, 'anger': 0.13537739217281342, 'surprise': 0.06263963878154755, 'sadness': 0.05557964742183685, 'joy': 0.02905825525522232, 'disgust': 0.018473077565431595}",['fear'],['fear'],bert_only
the Mandorin River,LOC,123,141,"Campbell, sustained only by freshwater crabs and an unidentified animal which he caught and ate raw, tracked the others to the Mandorin River, where he came upon Costin, ill with dysentery and malaria, sheltering under a blanket about 60 metres from the river bank.","hich he caught and ate raw, tracked the others to",", where he came upon Costin, ill with dysentery an",True,1.0,117.561975,5.799095,2.0,Second March,1309,57,100,10,265,44,False,general,,0,,0,False,"Campbell, sustained only by freshwater crabs and an unidentified animal which he caught and ate raw, tracked the others to the Mandorin River, where he came upon Costin, ill with dysentery and malaria, sheltering under a blanket about 60 metres from the river bank.","Campbell, sustained only by freshwater crabs and an unidentified animal which he caught and ate raw, tracked the others to the Mandorin River, where he came upon Costin, ill with dysentery and malaria, sheltering under a blanket about 60 metres from the river bank.",campbell sustained freshwater crabs unidentified animal caught ate raw tracked others mandorin river came upon costin ill dysentery malaria sheltering blanket 60 metres river bank,campbell sustained freshwater crab unidentified animal caught ate raw tracked others mandorin river came upon costin ill dysentery malaria sheltering blanket 60 metre river bank,25,"river, dysentery, malaria, river",4,True,True,the Mandorin River,3,['disease'],"[('dysentery', ['disease']), ('dysentery', ['disease']), ('malaria', ['disease'])]",-0.2923076923076923,negative,0.08571428571428572,"{'disgust': 0.7577146887779236, 'fear': 0.1635979413986206, 'neutral': 0.042386844754219055, 'sadness': 0.014304629527032375, 'anger': 0.010997947305440903, 'joy': 0.00666806660592556, 'surprise': 0.004329761490225792}",['disgust'],"['disease', 'disgust']",hybrid
Mandorin,GPE,127,135,"Campbell, sustained only by freshwater crabs and an unidentified animal which he caught and ate raw, tracked the others to the Mandorin River, where he came upon Costin, ill with dysentery and malaria, sheltering under a blanket about 60 metres from the river bank.","he caught and ate raw, tracked the others to the","River, where he came upon Costin, ill with dysent",True,0.95,117.561975,5.799095,2.0,Second March,1309,57,100,10,265,44,False,general,,0,,0,False,"Campbell, sustained only by freshwater crabs and an unidentified animal which he caught and ate raw, tracked the others to the Mandorin River, where he came upon Costin, ill with dysentery and malaria, sheltering under a blanket about 60 metres from the river bank.","Campbell, sustained only by freshwater crabs and an unidentified animal which he caught and ate raw, tracked the others to the Mandorin River, where he came upon Costin, ill with dysentery and malaria, sheltering under a blanket about 60 metres from the river bank.",campbell sustained freshwater crabs unidentified animal caught ate raw tracked others mandorin river came upon costin ill dysentery malaria sheltering blanket 60 metres river bank,campbell sustained freshwater crab unidentified animal caught ate raw tracked others mandorin river came upon costin ill dysentery malaria sheltering blanket 60 metre river bank,25,"river, dysentery, malaria, river",4,True,True,Mandorin,12,['disease'],"[('dysentery', ['disease']), ('malaria', ['disease'])]",-0.2923076923076923,negative,0.05714285714285714,"{'disgust': 0.842267632484436, 'fear': 0.09298429638147354, 'neutral': 0.036601610481739044, 'sadness': 0.011357059702277184, 'anger': 0.009515141136944294, 'joy': 0.0040657096542418, 'surprise': 0.0032084889244288206}",['disgust'],"['disease', 'disgust']",hybrid
Mandorin River,LOC,63,77,"The following day, while attempting to cross the 270-metrewide Mandorin River on a log, a Japanese soldier standing on the bank saw him and opened fire.","day, while attempting to cross the 270-metrewide","on a log, a Japanese soldier standing on the bank",True,1.0,117.561975,5.799095,2.0,Second March,1319,57,100,20,152,26,False,general,,0,,0,False,"The following day, while attempting to cross the 270-metrewide Mandorin River on a log, a Japanese soldier standing on the bank saw him and opened fire.","The following day, while attempting to cross the 270-metrewide Mandorin River on a log, a Japanese soldier standing on the bank saw him and opened fire.",following day attempting cross 270-metrewide mandorin river log japanese soldier standing bank saw opened fire,following day attempting cross 270-metrewide mandorin river log japanese soldier standing bank saw opened fire,15,"river, japanese, soldier, saw",4,True,True,Mandorin River,3,[],[],0.0,neutral,0.0,"{'fear': 0.7226002812385559, 'anger': 0.2450895458459854, 'disgust': 0.019468775019049644, 'surprise': 0.006110397633165121, 'sadness': 0.002686822786927223, 'neutral': 0.0020511182956397533, 'joy': 0.0019931441638618708}",['fear'],['fear'],bert_only
Mandorin,GPE,63,71,"The following day, while attempting to cross the 270-metrewide Mandorin River on a log, a Japanese soldier standing on the bank saw him and opened fire.","day, while attempting to cross the 270-metrewide","River on a log, a Japanese soldier standing on th",True,0.95,117.561975,5.799095,2.0,Second March,1319,57,100,20,152,26,False,general,,0,,0,False,"The following day, while attempting to cross the 270-metrewide Mandorin River on a log, a Japanese soldier standing on the bank saw him and opened fire.","The following day, while attempting to cross the 270-metrewide Mandorin River on a log, a Japanese soldier standing on the bank saw him and opened fire.",following day attempting cross 270-metrewide mandorin river log japanese soldier standing bank saw opened fire,following day attempting cross 270-metrewide mandorin river log japanese soldier standing bank saw opened fire,15,"river, japanese, soldier, saw",4,True,True,Mandorin,12,[],[],0.0,neutral,0.0,"{'fear': 0.8551087379455566, 'anger': 0.1233053132891655, 'disgust': 0.01172728929668665, 'surprise': 0.004552099388092756, 'sadness': 0.002348500769585371, 'joy': 0.0017209895886480808, 'neutral': 0.0012371281627565622}",['fear'],['fear'],bert_only
the Muanad River,LOC,60,76,The next morning he followed the animal’s trail and reached the Muanad River.,orning he followed the animal’s trail and reached,.,True,1.0,117.621488,5.821497,2.0,Second March,1327,58,100,1,77,13,False,general,,0,,0,False,The next morning he followed the animal’s trail and reached the Muanad River.,The next morning he followed the animal’s trail and reached the Muanad River.,next morning followed animal ’ trail reached muanad river,next morning followed animal ’ trail reached muanad river,9,river,1,True,True,the Muanad River,2,[],[],0.0,neutral,0.0,"{'neutral': 0.6557713150978088, 'fear': 0.20459364354610443, 'disgust': 0.04514465108513832, 'surprise': 0.037122033536434174, 'anger': 0.029393590986728668, 'sadness': 0.018572933971881866, 'joy': 0.00940191000699997}",['neutral'],['neutral'],bert_only
Muanad,GPE,64,70,The next morning he followed the animal’s trail and reached the Muanad River.,ng he followed the animal’s trail and reached the,River.,True,0.95,117.621488,5.821497,2.0,Second March,1327,58,100,1,77,13,False,general,,0,,0,False,The next morning he followed the animal’s trail and reached the Muanad River.,The next morning he followed the animal’s trail and reached the Muanad River.,next morning followed animal ’ trail reached muanad river,next morning followed animal ’ trail reached muanad river,9,river,1,True,True,Muanad,26,[],[],0.0,neutral,0.0,"{'fear': 0.49621206521987915, 'neutral': 0.3564356863498688, 'disgust': 0.050805214792490005, 'anger': 0.03624825179576874, 'surprise': 0.03541756421327591, 'sadness': 0.015209943056106567, 'joy': 0.009671259671449661}","['fear', 'neutral']","['fear', 'neutral']",bert_only
Muanad,GPE,57,63,"Campbell’s rescuers, Galuting and Lap, were from Kampong Muanad, home of Orang Tuan Kulang, chief of the Dusans, friend of Sandshoe Willie, surveyor of the SandakanRanau track, secret SRD agent and one of the fiercest enemies of the Japanese.","l’s rescuers, Galuting and Lap, were from Kampong",", home of Orang Tuan Kulang, chief of the Dusans,",True,0.95,117.621488,5.821497,2.0,Second March,1332,58,100,6,242,39,False,general,,0,,0,False,"Campbell’s rescuers, Galuting and Lap, were from Kampong Muanad, home of Orang Tuan Kulang, chief of the Dusans, friend of Sandshoe Willie, surveyor of the SandakanRanau track, secret SRD agent and one of the fiercest enemies of the Japanese.","Campbell’s rescuers, Galuting and Lap, were from Kampong Muanad, home of Orang Tuan Kulang, chief of the Dusans, friend of Sandshoe Willie, surveyor of the SandakanRanau track, secret SRD agent and one of the fiercest enemies of the Japanese.",campbell ’ rescuers galuting lap kampong muanad home orang tuan kulang chief dusans friend sandshoe willie surveyor sandakanranau track secret srd agent one fiercest enemies japanese,campbell ’ rescuer galuting lap kampong muanad home orang tuan kulang chief dusans friend sandshoe willie surveyor sandakanranau track secret srd agent one fiercest enemy japanese,26,japanese,1,True,True,Muanad,26,[],[],-0.2,negative,0.0,"{'anger': 0.4968576729297638, 'fear': 0.18083994090557098, 'disgust': 0.12926514446735382, 'neutral': 0.1169399693608284, 'joy': 0.051554206758737564, 'surprise': 0.015025293454527855, 'sadness': 0.009517802856862545}",['anger'],['anger'],bert_only
Labuk,GPE,113,118,"He had just finished cutting a rentis for SRD in the Bongaya River area, about 40 kilometres to the north of the Labuk, and had taken a few days off to see what was happening back at the village.","ver area, about 40 kilometres to the north of the",", and had taken a few days off to see what was hap",False,1.0,,,,,1337,58,100,11,195,39,False,general,,0,,0,False,"He had just finished cutting a rentis for SRD in the Bongaya River area, about 40 kilometres to the north of the Labuk, and had taken a few days off to see what was happening back at the village.","He had just finished cutting a rentis for SRD in the Bongaya River area, about 40 kilometres to the north of the Labuk, and had taken a few days off to see what was happening back at the village.",finished cutting rentis srd bongaya river area 40 kilometres north labuk taken days see happening back village,finished cutting rentis srd bongaya river area 40 kilometre north labuk taken day see happening back village,17,river,1,True,True,Labuk,12,[],[],-0.25,negative,0.0,"{'neutral': 0.739194393157959, 'surprise': 0.17237217724323273, 'joy': 0.03280055895447731, 'sadness': 0.020489610731601715, 'fear': 0.016086800023913383, 'anger': 0.013207891955971718, 'disgust': 0.005848562344908714}",['neutral'],['neutral'],bert_only
Kolapis,GPE,98,105,"Campbell, accompanied by Kulang and a number of villagers, made his way through the jungle to the Kolapis River, roughly 5 kilometres away, where they boarded two prahaus.","villagers, made his way through the jungle to the","River, roughly 5 kilometres away, where they boar",True,0.95,117.708217,5.81161,2.0,Second March,1340,58,100,14,171,28,False,general,,0,,0,False,"Campbell, accompanied by Kulang and a number of villagers, made his way through the jungle to the Kolapis River, roughly 5 kilometres away, where they boarded two prahaus.","Campbell, accompanied by Kulang and a number of villagers, made his way through the jungle to the Kolapis River, roughly 5 kilometres away, where they boarded two prahaus.",campbell accompanied kulang number villagers made way jungle kolapis river roughly 5 kilometres away boarded two prahaus,campbell accompanied kulang number villager made way jungle kolapis river roughly 5 kilometre away boarded two prahaus,17,"jungle, river",2,True,True,Kolapis,4,[],[],-0.1,neutral,0.0,"{'fear': 0.49384161829948425, 'neutral': 0.34172359108924866, 'surprise': 0.061276208609342575, 'disgust': 0.05094249173998833, 'anger': 0.03339492529630661, 'joy': 0.010621671564877033, 'sadness': 0.008199550211429596}","['fear', 'neutral']","['fear', 'neutral']",bert_only
Labuk,LOC,57,62,"Three days’ paddling brought them to the entrance to the Labuk, and another three to the mouth of the Bongaya.",ays’ paddling brought them to the entrance to the,", and another three to the mouth of the Bongaya.",False,1.0,,,,,1341,58,100,15,110,20,False,general,,0,,0,False,"Three days’ paddling brought them to the entrance to the Labuk, and another three to the mouth of the Bongaya.","Three days’ paddling brought them to the entrance to the Labuk, and another three to the mouth of the Bongaya.",three days paddling brought entrance labuk three mouth bongaya,three day paddling brought entrance labuk three mouth bongaya,9,,0,False,True,Labuk,12,[],[],0.0,neutral,0.0,"{'neutral': 0.9094632267951965, 'surprise': 0.034712616354227066, 'disgust': 0.018398523330688477, 'fear': 0.011775458231568336, 'sadness': 0.010926136747002602, 'joy': 0.009372733533382416, 'anger': 0.005351332016289234}",['neutral'],['neutral'],bert_only
Sandakan,GPE,1,9,"_Sandakan: A Conspiracy of Silence_ the river mouth with an hour to spare but, although they waited an hour past the appointed time, saw no sign of any aircraft.",_,: A Conspiracy of Silence_ the river mouth with an,True,0.95,118.087115,5.86873,3.0,Third March,1351,59,100,0,161,29,False,general,,0,,0,False,"_Sandakan: A Conspiracy of Silence_ the river mouth with an hour to spare but, although they waited an hour past the appointed time, saw no sign of any aircraft.","_Sandakan: A Conspiracy of Silence_ the river mouth with an hour to spare but, although they waited an hour past the appointed time, saw no sign of any aircraft.",_sandakan conspiracy silence_ river mouth hour spare waited hour appointed time saw sign aircraft,_sandakan conspiracy silence_ river mouth hour spare waited hour appointed time saw sign aircraft,14,"river, saw",2,True,True,Sandakan,248,[],[],-0.25,negative,0.0,"{'neutral': 0.3680295944213867, 'surprise': 0.3520572781562805, 'fear': 0.1463017463684082, 'sadness': 0.07344871759414673, 'anger': 0.03526359423995018, 'joy': 0.013808188959956169, 'disgust': 0.011090930551290512}","['neutral', 'surprise']","['neutral', 'surprise']",bert_only
Ranau,GPE,119,124,"In the absence of any other information, they would have to wait until Ripley and his men arrived to check on those at Ranau.",l Ripley and his men arrived to check on those at,.,True,1.0,116.676557,5.959678,2.0,Second March,1361,59,100,11,125,24,True,location_reference,Ranau,1,,0,False,"In the absence of any other information, they would have to wait until Ripley and his men arrived to check on those at Ranau.","In the absence of any other information, they would have to wait until Ripley and his men arrived to check on those at Ranau.",absence information wait ripley men arrived check ranau,absence information wait ripley men arrived check ranau,8,ranau,1,True,True,Ranau,228,[],[],-0.06875,neutral,0.0,"{'neutral': 0.9374165534973145, 'surprise': 0.019657030701637268, 'sadness': 0.017287952825427055, 'fear': 0.011004911735653877, 'anger': 0.006325012072920799, 'joy': 0.006199978291988373, 'disgust': 0.002108502434566617}",['neutral'],['neutral'],bert_only
Morotai,GPE,16,23,"Ripley had left Morotai expecting to pick up a signaller from Lokopas, only to find that the three wireless experts — Nash, Greenwood and Olsen — had moved.",Ripley had left,"expecting to pick up a signaller from Lokopas, on",False,1.0,,,,,1362,59,100,12,156,28,False,movement,,0,,0,False,"Ripley had left Morotai expecting to pick up a signaller from Lokopas, only to find that the three wireless experts — Nash, Greenwood and Olsen — had moved.","Ripley had left Morotai expecting to pick up a signaller from Lokopas, only to find that the three wireless experts — Nash, Greenwood and Olsen — had moved.",ripley left morotai expecting pick signaller lokopas find three wireless experts nash greenwood olsen moved,ripley left morotai expecting pick signaller lokopas find three wireless expert nash greenwood olsen moved,15,moved,1,True,True,Morotai,12,[],[],0.0,neutral,0.0,"{'surprise': 0.7476441264152527, 'sadness': 0.1560240238904953, 'neutral': 0.05997754633426666, 'anger': 0.02362755499780178, 'joy': 0.005067750811576843, 'fear': 0.004352735821157694, 'disgust': 0.003306297119706869}",['surprise'],['surprise'],bert_only
the Bengkoka River,LOC,59,77,"They were now with Agas II’s Nick Coombe, British Army, on the Bengkoka River at a place called Pitas, kilometres away on the other side of the Paitan-Maradu peninsula.","now with Agas II’s Nick Coombe, British Army, on","at a place called Pitas, kilometres away on the o",False,1.0,,,,,1363,59,100,13,168,29,False,general,,0,,0,False,"They were now with Agas II’s Nick Coombe, British Army, on the Bengkoka River at a place called Pitas, kilometres away on the other side of the Paitan-Maradu peninsula.","They were now with Agas II’s Nick Coombe, British Army, on the Bengkoka River at a place called Pitas, kilometres away on the other side of the Paitan-Maradu peninsula.",agas ’ nick coombe british army bengkoka river place called pitas kilometres away side paitan-maradu peninsula,aga ’ nick coombe british army bengkoka river place called pita kilometre away side paitan-maradu peninsula,16,"british, river",2,True,True,the Bengkoka River,4,[],[],-0.041666666666666664,neutral,0.0,"{'neutral': 0.48729750514030457, 'surprise': 0.22069956362247467, 'fear': 0.2032538652420044, 'anger': 0.03038340061903, 'disgust': 0.027058415114879608, 'sadness': 0.019391333684325218, 'joy': 0.011915953829884529}",['neutral'],['neutral'],bert_only
Pitas,LOC,96,101,"They were now with Agas II’s Nick Coombe, British Army, on the Bengkoka River at a place called Pitas, kilometres away on the other side of the Paitan-Maradu peninsula.","ish Army, on the Bengkoka River at a place called",", kilometres away on the other side of the Paitan-",False,1.0,,,,,1363,59,100,13,168,29,False,general,,0,,0,False,"They were now with Agas II’s Nick Coombe, British Army, on the Bengkoka River at a place called Pitas, kilometres away on the other side of the Paitan-Maradu peninsula.","They were now with Agas II’s Nick Coombe, British Army, on the Bengkoka River at a place called Pitas, kilometres away on the other side of the Paitan-Maradu peninsula.",agas ’ nick coombe british army bengkoka river place called pitas kilometres away side paitan-maradu peninsula,aga ’ nick coombe british army bengkoka river place called pita kilometre away side paitan-maradu peninsula,16,"british, river",2,True,True,Pitas,6,[],[],-0.08333333333333333,neutral,0.0,"{'neutral': 0.47250595688819885, 'fear': 0.22205600142478943, 'surprise': 0.21300122141838074, 'disgust': 0.03325442224740982, 'anger': 0.03053942695260048, 'sadness': 0.016772450879216194, 'joy': 0.011870522052049637}",['neutral'],['neutral'],bert_only
Pitas,GPE,30,35,"When he eventually arrived at Pitas, it was to discover that not one of Agas’s four signallers was available.",When he eventually arrived at,", it was to discover that not one of Agas’s four s",False,1.0,,,,,1367,59,100,17,109,19,False,general,,0,,0,False,"When he eventually arrived at Pitas, it was to discover that not one of Agas’s four signallers was available.","When he eventually arrived at Pitas, it was to discover that not one of Agas’s four signallers was available.",eventually arrived pitas discover not one agas ’ four signallers available,eventually arrived pita discover not one aga ’ four signaller available,11,,0,False,True,Pitas,6,[],[],0.4,positive,0.0,"{'surprise': 0.5355173945426941, 'neutral': 0.22687245905399323, 'sadness': 0.14970779418945312, 'disgust': 0.04088454693555832, 'fear': 0.02051403559744358, 'anger': 0.01587393879890442, 'joy': 0.010629849508404732}",['surprise'],['surprise'],bert_only
Morotai,GPE,60,67,By the time Signaller Skeet Hywood flew in by Catalina from Morotai it was 8 July and time was running out.,e Signaller Skeet Hywood flew in by Catalina from,it was 8 July and time was running out.,False,1.0,,,,,1368,59,100,18,107,21,False,general,,0,,0,False,By the time Signaller Skeet Hywood flew in by Catalina from Morotai it was 8 July and time was running out.,By the time Signaller Skeet Hywood flew in by Catalina from Morotai it was 8 July and time was running out.,time signaller skeet hywood flew catalina morotai 8 july time running,time signaller skeet hywood flew catalina morotai 8 july time running,11,,0,False,True,Morotai,12,[],[],0.0,neutral,0.0,"{'surprise': 0.40830495953559875, 'sadness': 0.3757708966732025, 'neutral': 0.10906992107629776, 'fear': 0.05702390521764755, 'anger': 0.033601947128772736, 'joy': 0.013232101686298847, 'disgust': 0.002996317110955715}","['surprise', 'sadness']","['surprise', 'sadness']",bert_only
Pitas,LOC,5,10,"With Pitas so far away from the Sugut River mouth, Ripley scrapped the original plan.",With,"so far away from the Sugut River mouth, Ripley sc",False,1.0,,,,,1369,59,100,19,85,15,False,general,,0,,0,False,"With Pitas so far away from the Sugut River mouth, Ripley scrapped the original plan.","With Pitas so far away from the Sugut River mouth, Ripley scrapped the original plan.",pitas far away sugut river mouth ripley scrapped original plan,pita far away sugut river mouth ripley scrapped original plan,10,river,1,True,True,Pitas,6,[],[],0.19166666666666665,positive,0.0,"{'neutral': 0.6630127429962158, 'sadness': 0.2040901780128479, 'anger': 0.043026819825172424, 'disgust': 0.038632214069366455, 'surprise': 0.02433639205992222, 'fear': 0.0220301803201437, 'joy': 0.004871533252298832}",['neutral'],['neutral'],bert_only
